Record,LOCATION,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y,Latitude,Longitude
3493,MARCH RD @ RICHARDSON SIDE RD,2017,11,0,0,351414.61620,5021779.48250,-75.90527,45.33442
3495,MARCH RD @ SOLANDT RD,2017,11,0,0,350489.60850,5022710.50240,-75.91698,45.34285
3696,MERIVALE RD @ SLACK RD,2017,11,0,0,366019.70030,5020955.49300,-75.71904,45.32588
3834,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,11,0,0,371625.64248,5033856.24007,-75.64579,45.44144
3842,MOODIE DR @ ROBERTSON RD,2017,11,0,0,357066.65210,5020455.47810,-75.83330,45.32210
3981,OGILVIE RD @ BATHGATE DR/CITYPARK DR W,2017,11,0,0,373828.72210,5032800.57650,-75.61778,45.43173
4410,REGIONAL ROAD 174 btwn OR174 IC109 RAMP64 & OR174 IC105 RAMP16,2017,11,0,0,377708.74414,5036070.52351,-75.56772,45.46076
4459,RICHMOND RD @ WEST HUNT CLUB RD,2017,11,0,0,357145.64730,5018152.46230,-75.83253,45.30137
4564,RIVERSIDE DR @ HERON RD,2017,11,0,0,368121.10490,5026647.22110,-75.69151,45.37691
5121,TERRY FOX DR @ EDGEWATER ST/WALTER BAKER PL,2017,11,0,0,351777.60820,5017613.45030,-75.90103,45.29690
5456,WOODROFFE AVE/HWY 417 WOODROFF IC127R25 @ HWY,2017,11,0,0,362179.69530,5024694.52390,-75.76759,45.35985
303,BANK ST @ CHAMBERLAIN AVE N/ISABELLA ST,2017,10,0,0,368082.71210,5030166.56220,-75.69155,45.40857
307,BANK ST @ DAVIDSON RD/LESTER RD,2017,10,0,0,373672.73810,5022923.51300,-75.62115,45.34288
467,BASELINE RD @ CENTREPOINTE DR E/HIGHGATE RD,2017,10,0,0,362061.68660,5023465.50530,-75.76924,45.34880
563,BEATRICE DR @ STRANDHERD DR,2017,10,0,0,365527.37700,5015321.48190,-75.72601,45.27523
878,BRONSON AVE @ GLADSTONE AVE,2017,10,1,0,367133.70170,5030081.56400,-75.70368,45.40790
1061,CARLING AVE @ CROYDON AVE,2017,10,0,0,360658.68060,5025042.51750,-75.78697,45.36310
1083,CARLING AVE @ MERIVALE RD,2017,10,0,0,364894.70380,5027700.54420,-75.73257,45.38667
1090,CARLING AVE @ PRESTON ST,2017,10,1,1,366829.71000,5028935.55340,-75.70771,45.39761
1237,CATHERINE ST @ METCALFE ST,2017,10,0,0,368393.70670,5030486.56310,-75.68754,45.41143
1628,DALY AVE @ KING EDWARD AVE,2017,10,0,0,368591.70760,5032273.58570,-75.68478,45.42749
1650,DEAKIN ST @ PRINCE OF WALES DR,2017,10,0,0,367390.71110,5021523.48780,-75.70148,45.33087
1803,EAGLESON RD @ COPE DR/CADENCE GT,2017,10,0,1,354620.62230,5016027.42720,-75.86494,45.28244
2195,GLADSTONE AVE @ KENT ST,2017,10,0,0,367744.70420,5030459.57050,-75.69583,45.41124
2549,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),2017,10,0,0,375370.56639,5030302.40915,-75.59844,45.40910
2647,HIGHWAY 417 btwn HWY417 IC144 RAMP25 & HWY417 IC142 RAMP51,2017,10,0,0,348200.58559,5016538.44327,-75.94673,45.28746
2648,HIGHWAY 417 btwn HWY417 IC144 RAMP35 & HWY417 IC144 RAMP25,2017,10,0,0,347655.09447,5016041.88485,-75.95373,45.28303
2714,HOLLAND AVE @ WELLINGTON ST,2017,10,1,0,364929.70140,5029153.55440,-75.73195,45.39974
2744,HUNT CLUB RD @ LORRY GREENBERG DR/SABLE RIDGE,2017,10,0,0,372823.73870,5024807.50480,-75.63173,45.35991
2982,IRIS ST @ WOODROFFE AVE,2017,10,0,1,362282.69210,5024441.51950,-75.76631,45.35756
3086,KANATA RD @ LORD BYNG WAY/MARITIME WAY,2017,10,0,0,351429.97400,5019331.30900,-75.90530,45.31238
3186,KITCHENER AVE @ BANK ST,2017,10,0,1,370540.87610,5025499.97170,-75.66077,45.36636
3454,MAITLAND AVE/GLENMOUNT AVE @ ERINDALE DR,2017,10,0,0,363697.69120,5025211.51390,-75.74816,45.36437
3482,MAPLE GROVE RD @ TERRY FOX DR,2017,10,0,0,351553.60860,5017864.46450,-75.90386,45.29918
3887,NAVAHO DR @ WOODROFFE AVE/TRANSITWAY N BASELIN,2017,10,0,1,362706.24190,5023492.80110,-75.76101,45.34899
3925,NICHOLAS ST NB btwn HWY417 IC118 RAMP52 & WALLER ST,2017,10,0,0,368801.24093,5031478.93264,-75.68220,45.42032
4213,PLEASANT PARK RD @ ST. LAURENT BLVD,2017,10,0,3,373597.72790,5028795.54990,-75.62129,45.39572
4260,PRINCE OF WALES DR @ MEADOWLANDS DR/HOG'S BACK,2017,10,0,0,367371.91890,5025693.47700,-75.70120,45.36839
4331,QUEEN MARY ST @ VANIER PKWY,2017,10,0,0,370363.71050,5031957.58510,-75.66217,45.42448
4383,REGIONAL RD 174 @ TRIM RD,2017,10,0,0,384351.85330,5039990.34070,-75.48215,45.49530
4407,REGIONAL ROAD 174 btwn OR174 IC105 RAMP63 & OR174 IC102 RAMP36,2017,10,0,0,380302.33845,5037539.20769,-75.53433,45.47370
4773,SHEFFIELD RD @ WALKLEY RD,2017,10,0,0,375257.73510,5028784.53880,-75.60010,45.39545
4919,ST. LAURENT BLVD @ MCARTHUR AVE,2017,10,0,1,371921.71900,5032887.57490,-75.64214,45.43270
5021,STRANDHERD @ KENNEVALE DR,2017,10,0,0,361491.86000,5014099.54900,-75.77758,45.26457
5030,STRANDHERD DR @ WOODROFFE AVE,2017,10,0,0,366106.15400,5015395.14900,-75.71863,45.27584
5273,WALKLEY RD @ DON REID DR/RYDER ST,2017,10,0,0,372601.72690,5027284.54400,-75.63422,45.38222
5339,WEST HUNT CLUB RD @ ROYDON PL/SUNDERLAND ST,2017,10,0,0,365973.70760,5022169.49020,-75.71948,45.33681
132,ALERT RD/AIRPORT PKWY/UPLANDS DR RAMP 62 @ LES,2017,9,0,0,371306.70780,5021353.78140,-75.65155,45.32898
177,ANALDEA DR/ WHITE ALDER AVE @ BANK ST,2017,9,0,0,375697.74990,5020813.48930,-75.59562,45.32369
299,BANK ST @ CAHILL DR/DAZE ST,2017,9,1,0,371306.81500,5024316.72750,-75.65115,45.35564
330,BANK ST @ LEITRIM RD,2017,9,0,0,375357.75420,5021619.49710,-75.59984,45.33098
346,BANK ST @ RIDEAU RD,2017,9,0,0,376954.75250,5017844.47260,-75.58002,45.29685
371,BANK ST btwn ALTA VISTA DR & ERIE AVE,2017,9,0,0,370190.50789,5026339.79254,-75.66513,45.37395
1052,CARLING AVE @ BROADVIEW AVE,2017,9,1,1,363180.68660,5026638.54160,-75.75459,45.37726
1085,CARLING AVE @ MOODIE DR/JAMES CUMMINGS AVE W,2017,9,0,0,356001.65490,5023937.51090,-75.84652,45.35351
1453,COLONEL BY DR/MACKENZIE AVE @ DALY AVE,2017,9,0,0,368002.71160,5031904.58000,-75.69235,45.42422
1834,EARL ARMSTRONG RD @ BOWESVILLE RD,2017,9,0,0,372560.74100,5017440.46360,-75.63609,45.29365
1839,EARL ARMSTRONG RD @ SPRATT RD,2017,9,0,0,368396.70910,5015011.42910,-75.68949,45.27218
2145,FROBISHER LANE W @ RIVERSIDE DR,2017,9,0,0,370118.71510,5029601.22600,-75.66562,45.40330
2288,GREENBANK RD @ BERRIGAN DR/WESSEX RD,2017,9,0,0,363723.68170,5015276.42470,-75.74901,45.27498
2429,HAZELDEAN RD @ HUNTMAR DR/IBER RD,2017,9,0,0,350942.59790,5016079.43220,-75.91182,45.28316
2570,HIGHWAY 417 btwn HWY417 IC113 RAMP85 & HWY417 IC112 RAMP54,2017,9,0,0,374111.15566,5031477.17136,-75.61436,45.41980
2572,HIGHWAY 417 btwn HWY417 IC115 RAMP36 & HWY417 IC115 RAMP26,2017,9,0,0,372265.65815,5031499.60179,-75.63794,45.42018
2573,HIGHWAY 417 btwn HWY417 IC115 RAMP51 & HWY417 IC115 RAMP35,2017,9,0,0,372274.00347,5031477.97725,-75.63783,45.41998
2577,HIGHWAY 417 btwn HWY417 IC117 RAMP36 & HWY417 IC117 RAMP26,2017,9,0,0,370590.53601,5031166.48615,-75.65938,45.41734
2588,HIGHWAY 417 btwn HWY417 IC120A RAMP52 & HWY417 IC119B RAMP57,2017,9,0,0,367917.19667,5030080.26935,-75.69368,45.40781
2611,HIGHWAY 417 btwn HWY417 IC127 RAMP35 & HWY417 IC127 RAMP25,2017,9,0,0,362222.27935,5024904.22425,-75.76702,45.36173
2617,HIGHWAY 417 btwn HWY417 IC129 RAMP51 & HWY417 IC129 RAMP35,2017,9,0,0,360249.77493,5023367.64714,-75.79237,45.34806
2646,HIGHWAY 417 btwn HWY417 IC144 RAMP16 & HWY417 IC144 RAMP61,2017,9,0,0,347610.40664,5016056.55425,-75.95429,45.28316
2821,HWY 417 WOODROFF IC127R62 @ WOODROFFE AVE,2017,9,0,0,362050.69160,5025019.51530,-75.76920,45.36278
2833,HWY417 IC104 RAMP61 btwn ANDERSON RD & HIGHWAY 417,2017,9,0,0,380235.48200,5026029.60160,-75.53695,45.37015
2880,HWY417 IC131 RAMP66 btwn HWY417 IC130 RAMP36 & HWY417 IC131 RAMP63,2017,9,0,0,358577.46257,5022934.95047,-75.81376,45.34430
2936,INNES RD @ TRIM RD,2017,9,0,0,386566.77210,5037273.55590,-75.45427,45.47060
2942,INNES RD btwn ANDERSON RD & INNES RD,2017,9,0,0,376492.20654,5031962.89480,-75.58387,45.42393
2969,INNES RD/PRESTWICK DR @ LANTHIER DR,2017,9,0,1,383540.76310,5035988.56430,-75.49317,45.45939
3037,JEANNE D'ARC BLVD @ ORLEANS BLVD S,2017,9,0,0,380940.74450,5036250.57960,-75.52637,45.46203
3141,KING EDWARD AVE @ MURRAY ST,2017,9,0,0,368291.69980,5032753.58200,-75.68855,45.43183
3190,KLONDIKE RD @ MARCH RD,2017,9,0,1,349262.97100,5024061.62110,-75.93251,45.35509
3298,LEES AVE @ KING EDWARD AVE/MANN AVE,2017,9,0,0,369178.79820,5031334.74500,-75.67740,45.41899
3312,LEITRIM RD @ ALBION RD,2017,9,1,1,373497.58510,5020419.26120,-75.62374,45.32036
3448,MAITLAND AVE @ WOODWARD DR,2017,9,1,0,363273.69460,5025662.52740,-75.75351,45.36847
3491,MARCH RD @ MORGAN'S GRANT WAY/SHIRLEY'S BROOK,2017,9,0,0,349661.60920,5023617.51000,-75.92746,45.35107
3801,MONTREAL RD @ SHEFFORD RD,2017,9,0,0,376125.73050,5034853.57470,-75.58813,45.44997
3844,MOODIE DR @ WEST HUNT CLUB RD,2017,9,0,0,357907.65170,5018498.45570,-75.82278,45.30443
4023,OLD TENTH LINE RD/OR174 IC101 RAMP63 @ ST. JOS,2017,9,0,0,383119.74410,5038785.59430,-75.49810,45.48460
4420,REGIONAL ROAD 174 btwn TRANSIT & OR174 IC109 RAMP56,2017,9,0,0,376004.48156,5033992.37251,-75.58981,45.44224
4646,ROGER STEVENS DR btwn DWYER HILL RD & MALAKOFF RD,2017,9,0,0,358326.58032,4992684.81112,-75.82021,45.07212
4682,ROYDON PL btwn WOODFIELD DR & WEST HUNT CLUB RD,2017,9,0,0,365769.79487,5022391.56177,-75.72206,45.33882
4896,ST. JOSEPH BLVD @ REGIONAL RD 174/TRANSITWAY,2017,9,0,0,376556.28450,5035056.40430,-75.58260,45.45175
4928,ST. LAURENT BLVD btwn BELFAST RD & INDUSTRIAL AVE,2017,9,0,0,372981.14168,5030292.44682,-75.62896,45.40925
4996,STITTSVILLE MAIN ST @ HAZELDEAN RD,2017,9,0,0,349558.39810,5014878.71700,-75.92957,45.27244
5101,TENTH LINE RD @ VANGUARD DR,2017,9,0,0,384072.76320,5035874.56330,-75.48638,45.45830
5107,TENTH LINE RD btwn DES EPINETTES AVE & INNES RD,2017,9,0,0,383688.57885,5036788.95560,-75.49115,45.46657
5126,TERRY FOX DR @ WESTPHALIAN AVE,2017,9,0,0,353455.23000,5015759.79000,-75.87982,45.28011
5135,TERRY FOX DR btwn HUNTSVILLE DR & OLD SECOND LINE RD,2017,9,1,0,347868.37391,5020968.18757,-75.95058,45.32734
102,ALBION RD @ BANK ST,2017,8,0,0,371946.72790,5024129.49940,-75.64301,45.35390
123,ALBION RD btwn LESTER RD & LEITRIM RD,2017,8,0,0,373095.20227,5021375.49096,-75.62874,45.32901
149,ALTA VISTA DR @ BANK ST,2017,8,0,0,370248.06910,5026200.73940,-75.66442,45.37269
350,BANK ST @ RIVERSIDE DR S,2017,8,0,0,369304.71710,5027894.55290,-75.67624,45.38802
361,BANK ST @ SUNNYSIDE AVE,2017,8,1,1,368734.70870,5028581.54920,-75.68343,45.39425
373,BANK ST btwn ARENA PL & WHITE ALDER AVE,2017,8,0,0,375610.81747,5021019.81769,-75.59670,45.32556
650,BESSERER ST @ DALHOUSIE ST,2017,8,0,0,368252.70170,5032157.57450,-75.68912,45.42647
784,BOURASSA ST @ ST. LAURENT BLVD,2017,8,0,1,373236.73200,5029693.55660,-75.62578,45.40383
853,BRITTANY DR @ MONTREAL RD,2017,8,0,0,371912.71180,5033994.58180,-75.64210,45.44266
894,BRONSON AVE @ SOMERSET ST,2017,8,0,0,366967.69610,5030476.57220,-75.70575,45.41146
1013,CAMERON ST @ REGIONAL RD 174,2017,8,0,0,389860.77360,5042617.56430,-75.41122,45.51829
1060,CARLING AVE @ CONNAUGHT AVE,2017,8,0,0,360770.67620,5025117.51480,-75.78553,45.36377
1063,CARLING AVE @ EDGEWORTH AVE,2017,8,0,2,361262.68020,5025424.52440,-75.77921,45.36649
1074,CARLING AVE @ HOLLAND AVE,2017,8,2,0,365416.69870,5028038.54680,-75.72587,45.38966
1218,CASTLEFRANK RD @ TERRY FOX DR,2017,8,0,0,352994.00900,5016304.80790,-75.88565,45.28505
1234,CATHERINE ST @ ELGIN ST,2017,8,0,0,368552.70960,5030577.57190,-75.68549,45.41223
1484,CONROY RD @ JOHNSTON RD,2017,8,1,0,373396.80710,5026308.45980,-75.62421,45.37336
1488,CONROY RD @ ST. LAURENT BLVD,2017,8,0,0,373069.96750,5027159.30190,-75.62826,45.38105
1568,CUMBERLAND ST @ RIDEAU ST,2017,8,1,0,368374.51100,5032329.97400,-75.68754,45.42801
1610,DALHOUSIE ST @ RIDEAU ST,2017,8,0,3,368206.70910,5032227.58120,-75.68970,45.42711
1668,DES EPINETTES AVE @ JEANNE D'ARC BLVD,2017,8,0,0,382226.74810,5035958.57140,-75.50997,45.45926
1736,DRIVEWAY (THE) @ PRINCE OF WALES DR,2017,8,1,0,366883.71170,5028137.54630,-75.70712,45.39043
1810,EAGLESON RD @ HWY 417 EAGLESO IC138R51/PARK AN,2017,8,0,0,353037.18110,5020013.78790,-75.88474,45.31842
1888,ELGIN ST @ SLATER ST,2017,8,0,0,367890.70770,5031646.57510,-75.69381,45.42191
1891,ELGIN ST @ WELLINGTON ST W,2017,8,1,0,367664.70380,5031877.57740,-75.69667,45.42401
1981,FALLOWFIELD RD btwn EAGLESON RD & RICHMOND RD,2017,8,0,0,356854.50224,5013026.05708,-75.83678,45.25527
2163,GEORGE ST @ DALHOUSIE ST,2017,8,0,2,368157.69760,5032315.58970,-75.69032,45.42790
2289,GREENBANK RD @ CANFIELD RD/CRAIG HENRY DR,2017,8,1,0,361106.67980,5021364.49240,-75.78167,45.32997
2295,GREENBANK RD @ JOCKVALE RD,2017,8,0,0,364121.68780,5014330.41330,-75.74405,45.26643
2548,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),2017,8,0,0,375345.12870,5030260.18334,-75.59877,45.40872
2581,HIGHWAY 417 btwn HWY417 IC118 RAMP57 & HWY417 IC118 RAMP35,2017,8,0,0,369399.64728,5030999.99127,-75.67462,45.41595
2589,HIGHWAY 417 btwn HWY417 IC120B RAMP36 & HWY417 IC119B RAMP76,2017,8,0,0,367907.26851,5030098.13415,-75.69380,45.40797
2594,HIGHWAY 417 btwn HWY417 IC121B RAMP51 & HWY417 IC121A RAMP51,2017,8,0,0,366814.78566,5029585.29869,-75.70782,45.40346
2652,HIGHWAY 417 btwn HWY417 IC155 RAMP25 & RAMP,2017,8,0,0,342826.95194,5017070.68334,-76.01519,45.29256
2670,HIGHWAY 417 btwn HWY417 IC96 RAMP51 & HIGHWAY 417,2017,8,0,0,387107.99194,5023878.04992,-75.44958,45.35002
2671,HIGHWAY 417 btwn HWY417 IC96 RAMP61 & HIGHWAY 417,2017,8,0,0,387678.31970,5023838.48005,-75.44231,45.34959
2681,HIGHWAY 7 btwn HAZELDEAN IC RAMP 53 & HIGHWAY 7,2017,8,0,0,343753.48416,5009591.23695,-76.00396,45.22521
2732,HOPE SIDE RD @ RICHMOND RD,2017,8,0,0,356952.63660,5015485.43490,-75.83528,45.27739
2796,HWY 417 CASTLEFR IC139R61 @ KANATA AVE,2017,8,0,0,351616.06300,5019224.79510,-75.90294,45.31141
2808,HWY 417 ST.LAURE IC115R51 @ ST. LAURENT BLVD,2017,8,0,0,372530.71710,5031410.56230,-75.63456,45.41935
2815,HWY 417 VANIER IC117R63 @ VANIER PKWY,2017,8,0,0,370799.72490,5031397.56110,-75.65668,45.41940
3053,JOCKVALE RD/RIDEAU VALLEY DR @ PRINCE OF WALES,2017,8,0,0,366709.69690,5012195.39720,-75.71134,45.24700
3232,LANCASTER RD @ WALKLEY RD,2017,8,0,0,374908.74050,5028602.54120,-75.60458,45.39385
3455,MAITLAND AVE/HWY 417 MAITLAND IC126R53 @ HWY 4,2017,8,0,0,363229.68990,5025774.51820,-75.75406,45.36948
3457,MAJESTIC DR @ WOODROFFE AVE,2017,8,0,1,363527.69340,5021571.49240,-75.75076,45.33163
3549,MARKETPLACE AVE @ RIOCAN AVE,2017,8,0,0,364286.87690,5014761.59500,-75.74189,45.27030
3788,MONTREAL RD @ BATHGATE DR/BURMA RD,2017,8,0,1,373224.72240,5034516.59220,-75.62526,45.44723
4047,ORLEANS BLVD @ ST. JOSEPH BLVD,2017,8,1,2,380631.73770,5036980.59010,-75.53020,45.46864
4084,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,2017,8,0,0,363767.77379,5029940.90016,-75.74670,45.40692
4100,PALLADIUM DR @ SILVER SEVEN RD,2017,8,0,0,351051.60770,5017887.44680,-75.91026,45.29942
4188,PINECREST RD @ RICHMOND RD,2017,8,0,0,360072.67050,5024471.51240,-75.79451,45.35801
4234,PRESTON ST @ PRINCE OF WALES DR/QUEEN ELIZABET,2017,8,2,0,366900.71150,5028776.54800,-75.70682,45.39617
4261,PRINCE OF WALES DR @ MERIVALE RD,2017,8,0,0,367449.71130,5017616.46060,-75.70123,45.29571
4414,REGIONAL ROAD 174 btwn OR174 IC112 RAMP36 & OR174 IC112 RAMP26,2017,8,0,0,374660.77943,5032739.41151,-75.60716,45.43110
4456,RICHMOND RD @ STONEHAVEN DR,2017,8,0,0,356781.64110,5015891.43700,-75.83741,45.28106
4496,RICHMOND RD btwn WEST HUNT CLUB RD & STONEHAVEN DR,2017,8,0,0,356899.61586,5017021.40903,-75.83579,45.29122
4590,RIVERSIDE DR NB btwn INDUSTRIAL AVE & TREMBLAY RD,2017,8,0,0,370752.52921,5030803.43513,-75.65736,45.41406
4945,ST. LAURENT BLVD btwn INDUSTRIAL AVE & BOURASSA ST,2017,8,0,0,373169.13782,5029849.96035,-75.62662,45.40525
4946,ST. LAURENT BLVD btwn MCARTHUR AVE & DONALD ST,2017,8,0,0,372008.31314,5032680.27519,-75.64106,45.43083
5321,WELLINGTON ST @ HAMILTON AVE,2017,8,0,0,365077.69280,5029231.56200,-75.73005,45.40043
5418,WOODROFFE AVE @ QUEENSBURY DR/RIDEAUCREST DR,2017,8,0,2,365727.70150,5016328.44620,-75.72334,45.28427
5419,WOODROFFE AVE @ SPORTSPLEX N,2017,8,0,0,363763.66230,5021067.23420,-75.74781,45.32708
5432,WOODROFFE AVE btwn GEORGINA DR & HWY417 IC127 RAMP36,2017,8,0,0,361971.18410,5025217.52260,-75.77019,45.36457
61,AIRPORT PKWY btwn RAMP & RAMP (4),2017,7,0,0,371151.98370,5022441.26478,-75.65338,45.33878
229,ARLINGTON AVE @ KENT ST,2017,7,0,0,367868.70950,5030257.57100,-75.69427,45.40941
356,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,2017,7,0,0,383696.78830,5010121.40700,-75.49530,45.22664
468,BASELINE RD @ CENTREPOINTE DR W/COBDEN RD,2017,7,0,0,361633.68140,5023207.51040,-75.77473,45.34651
507,BASELINE RD/HWY 416 RICHMOND IC75R53 @ RICHMON,2017,7,0,0,358635.66490,5021821.48660,-75.81314,45.33428
538,BAYSHORE DR @ RICHMOND RD,2017,7,0,0,359372.68520,5023368.52590,-75.80356,45.34814
558,BEARBROOK RD/ROCKCLIFFE PKWY @ ST. JOSEPH BLVD,2017,7,0,0,377128.73430,5035239.59200,-75.57525,45.45334
603,BELFAST RD @ COVENTRY RD,2017,7,0,0,371523.72110,5031641.56460,-75.64740,45.42153
725,BLOHM DR @ HUNT CLUB RD,2017,7,0,0,375129.74600,5026189.51830,-75.60210,45.37212
890,BRONSON AVE @ POWELL AVE,2017,7,0,1,367387.87890,5029477.21400,-75.70051,45.40243
971,BYRON AVE @ ISLAND PARK DR,2017,7,0,0,364255.69000,5028603.55130,-75.74062,45.39485
1021,CAMPEAU DR @ TERON RD/COLCHESTER SQ,2017,7,0,0,352563.72250,5020467.52580,-75.89073,45.32253
1176,CARP RD @ WESTBROOK RD,2017,7,0,0,347737.56510,5015442.44070,-75.95273,45.27763
1236,CATHERINE ST @ LYON ST/HWY 417 LYON IC120BR36,2017,7,0,0,367747.70660,5030092.56510,-75.69584,45.40794
1298,CHAMPLAIN BRIDGE/ISLAND PARK DR btwn BATE ISLAND & OTTAWA RIVER PKWY,2017,7,0,0,363102.93279,5029831.85833,-75.75520,45.40600
1511,COPE @ TERRY FOX,2017,7,0,0,353997.27010,5015345.30770,-75.87296,45.27634
1557,CRESTWAY DR @ STRANDHERD DR,2017,7,0,0,366346.90280,5015471.13350,-75.71555,45.27650
1596,CYRVILLE RD @ MEADOWBROOK RD,2017,7,0,0,374629.73290,5031242.55610,-75.60777,45.41763
1609,DALHOUSIE ST @ MURRAY ST,2017,7,0,1,368000.69910,5032573.59460,-75.69229,45.43024
1790,DWYER HILL RD @ ROGER STEVENS DR,2017,7,0,0,354336.54200,4989351.27180,-75.87121,45.04241
1889,ELGIN ST @ SOMERSET ST,2017,7,1,3,368164.70860,5031198.57190,-75.69037,45.41785
1955,FAIRLEA CRES btwn HEATHERINGTON RD & GORE PRIV,2017,7,0,0,372032.28037,5026788.74215,-75.64156,45.37781
1971,FALLOWFIELD RD @ RICHMOND RD,2017,7,0,0,357721.63560,5013529.41600,-75.82568,45.25973
2168,GEORGE ST btwn DALHOUSIE ST & CUMBERLAND ST,2017,7,1,0,368241.70450,5032366.08490,-75.68924,45.42835
2308,GREENBANK RD btwn BATEMAN DR/BELLMAN DR & GREENBANK SQUARE SC,2017,7,0,0,361297.38325,5020922.57368,-75.77928,45.32598
2316,GREENBANK RD btwn JOCKVALE RD & CAMBRIAN RD,2017,7,0,0,364475.31638,5013532.54544,-75.73964,45.25922
2500,HERZBERG RD @ CARLING AVE,2017,7,0,0,352037.62000,5022300.49280,-75.89727,45.33906
2518,HIGHWAY 416 btwn HWY416 IC42 RAMP24 & END,2017,7,0,0,372091.92785,4994256.36511,-75.64520,45.08509
2528,HIGHWAY 416 btwn HWY416 IC66 RAMP24 & HWY416 IC57 RAMP62,2017,7,0,0,362735.94004,5011814.86176,-75.76200,45.24391
2532,HIGHWAY 416 btwn HWY416 IC66 RAMP53 & HWY416 IC57 RAMP34,2017,7,0,0,362733.02103,5011781.59919,-75.76204,45.24361
2533,HIGHWAY 416 btwn HWY416 IC66 RAMP62 & HWY416 IC66 RAMP52,2017,7,0,0,359870.49553,5015109.17344,-75.79813,45.27378
2629,HIGHWAY 417 btwn HWY417 IC134 RAMP51 & HWY417 IC134 RAMP35,2017,7,0,0,356175.72110,5022100.02495,-75.84449,45.33697
2658,HIGHWAY 417 btwn HWY417 IC163 RAMP51 & HWY417 IC163 RAMP15,2017,7,0,0,330916.13750,5021555.58945,-76.16680,45.33346
2721,HOLLAND AVE/TUNNEY'S PASTURE @ SCOTT ST,2017,7,1,0,364737.69700,5029595.55710,-75.73435,45.40373
2746,HUNT CLUB RD @ PAUL ANKA DR,2017,7,0,0,369777.72520,5022897.49040,-75.67085,45.34301
2788,HUNTMAR DR btwn PALLADIUM DR & MAPLE GROVE RD,2017,7,0,0,349971.68480,5017039.54709,-75.92411,45.29186
2945,INNES RD btwn BLAIR RD & ANDERSON RD,2017,7,0,0,375924.68700,5031648.71147,-75.59117,45.42116
2998,ISLAND PARK DR @ SCOTT ST,2017,7,0,0,363833.68950,5029040.55350,-75.74596,45.39881
3036,JEANNE D'ARC BLVD @ ORLEANS BLVD N,2017,7,0,0,380028.72780,5038105.59870,-75.53774,45.47882
3204,LABELLE ST/RAMP @ LEMIEUX ST/HWY417 IC115 RAMP,2017,7,0,0,372541.72040,5031688.56920,-75.63438,45.42185
3487,MARAVISTA DR @ STRANDHERD DR,2017,7,0,0,361288.44000,5014584.96000,-75.78012,45.26895
3521,MARCH RD btwn PETER ROBINSON RD & CORKERY RD,2017,7,0,0,335478.58790,5015710.92263,-76.10896,45.28068
3685,MERIVALE RD @ CAPILANO DR/WITHROW AVE,2017,7,1,1,364642.42900,5024227.76890,-75.73622,45.35544
3771,MITCH OWENS RD btwn RIVER RD & SPRATT RD,2017,7,0,0,369727.95943,5010907.14062,-75.67306,45.23513
3796,MONTREAL RD @ NORTH RIVER RD,2017,7,0,1,369739.70870,5032887.58490,-75.67003,45.43291
4125,PARKDALE AVE @ SCOTT ST,2017,7,0,0,364949.70360,5029726.55980,-75.73162,45.40489
4227,POULIN AVE @ RICHMOND RD,2017,7,1,0,360325.67940,5024900.51380,-75.79123,45.36185
4389,REGIONAL ROAD 174 btwn Continuation of REGIONAL ROAD 174 & OR174 IC112,2017,7,0,0,374241.74510,5032421.59010,-75.61256,45.42828
4393,REGIONAL ROAD 174 btwn HWY417 IC113 RAMP67 & Continuation of REGIONAL,2017,7,0,0,373721.55149,5032035.39861,-75.61926,45.42486
4412,REGIONAL ROAD 174 btwn OR174 IC112 RAMP15 & TRANSIT,2017,7,0,0,375373.56766,5033257.34985,-75.59798,45.43569
4461,RICHMOND RD @ WOODROFFE AVE,2017,7,0,0,361584.68640,5026654.52320,-75.77496,45.37753
4481,RICHMOND RD btwn NEW ORCHARD AVE & WOODROFFE AVE,2017,7,1,1,361432.48776,5026441.56228,-75.77693,45.37563
4498,RICHMOND RD btwn WINSTON AVE & CHURCHILL AVE N,2017,7,0,0,363133.15663,5028228.32263,-75.75501,45.39156
4512,RIDEAU ST btwn CUMBERLAND ST & KING EDWARD AVE,2017,7,0,2,368443.10850,5032371.77945,-75.68666,45.42838
4893,ST. JOSEPH BLVD @ FOREST VALLEY DR/YOUVILLE DR,2017,7,0,0,379164.74110,5036156.59050,-75.54909,45.46138
4926,ST. LAURENT BLVD @ TREMBLAY RD,2017,7,0,0,372595.71390,5031241.57600,-75.63375,45.41782
5132,TERRY FOX DR btwn COPE DR & TRANS CANADA TRAIL,2017,7,0,0,353576.27023,5015621.61194,-75.87829,45.27886
5215,UPPER DWYER HILL RD btwn MARCH RD & OLD ALMONTE RD,2017,7,0,0,335519.69759,5012705.42041,-76.10862,45.25364
